descripcion,categoria_slug,idioma,comercio
RETIRO DE EFECTIVO,otros,es,Retiro de Efectivo
BONIFICACAO,ingresos,pt,Bonificacao
Electricidad,servicios,es,Electricidad
Seguro Medico TIJUANA,salud,es,Seguro Medico
ELEKTRA,compras,es,Elektra
PACHECO DROGARIA #9985,salud,pt,Pacheco Drogaria
Assinatura Streaming RECIFE,entretenimiento,pt,Assinatura Streaming
TARJ Pago Minimo Banamex,finanzas,es,Pago Minimo Banamex
TARJ Oxxo,alimentacion,es,Oxxo
PAGO BERSHKA,compras,es,Bershka
HOA DUES,vivienda,en,HOA Dues
COPPEL MEX,compras,es,Coppel
DOM CRUNCHYROLL,entretenimiento,es,Crunchyroll
COMPRA CARTAO Amil Saude,salud,pt,Amil Saude
PAO DE ACUCAR,alimentacion,pt,Pao de Acucar
TARJ Vips,alimentacion,es,Vips
PAGAMENTO MERCADINHO SAO LUIZ,alimentacion,pt,Mercadinho Sao Luiz
Salud Digna SUC 3687,salud,es,Salud Digna
TARJ FCIA Guadalajara,salud,es,FCIA Guadalajara
SEGURO MEDICO,salud,es,Seguro Medico
TREN LIGERO *0H8WN2,transporte,es,Tren Ligero
PAGAMENTO SKY BRASIL,servicios,pt,Sky Brasil
PALACIO DE HIERRO *LWTK,compras,es,Palacio de Hierro
Annual Card Fee *EQ2H,finanzas,en,Annual Card Fee
OTROS,otros,es,Otros
PARKING,transporte,en,Parking
PAGO HIPOTECA INFONAVIT SUC 7979,vivienda,es,Pago Hipoteca Infonavit
POS Emergency Fund Transfer,ahorro_inversion,en,Emergency Fund Transfer
Honorarios Profesionales,ingresos,es,Honorarios Profesionales
RECURRING ELECTRIC UTILITY BILL,servicios,en,Electric Utility Bill
PAYMENT SPECTRUM CABLE,servicios,en,Spectrum Cable
CARD AMC THEATRES,entretenimiento,en,AMC Theatres
Contas da Casa,servicios,pt,Contas da Casa
Cargo Varios MONTERREY,otros,es,Cargo Varios
ESTACIONAMIENTO,transporte,es,Estacionamiento
Fast Shop,compras,pt,Fast Shop
Fast Shop #8938,compras,pt,Fast Shop
Food LOS ANGELES,alimentacion,en,Food
TIM CELULAR,servicios,pt,TIM Celular
Seguro de Auto Qualitas *B0KXQM6,finanzas,es,Seguro de Auto Qualitas
DEBIT BART,transporte,en,BART
Agua SAO PAULO,servicios,pt,Agua
CHINA IN BOX,alimentacion,pt,China in Box
Parking LOS ANGELES,transporte,en,Parking
COMPRA CARTAO NETSHOES,compras,pt,Netshoes
MACYS HOUSTON,compras,en,Macys
CFE Electricidad,servicios,es,CFE Electricidad
DEBIT Disney Plus US,entretenimiento,en,Disney Plus US
Zona Sul,alimentacion,pt,Zona Sul
Matricula CDMX,educacion,es,Matricula
Entretenimiento CDMX,entretenimiento,es,Entretenimiento
Otros,otros,es,Otros
INVESTMENT,ahorro_inversion,en,Investment
COMPRA EN Transferencia a Cuenta de Ahorro,ahorro_inversion,es,Transferencia a Cuenta de Ahorro
PIX CENTAURO ESPORTES,compras,pt,Centauro Esportes
COMPRA EN NINTENDO ESHOP,entretenimiento,es,Nintendo eShop
PANADERIA LA ESPIGA MONTERREY,alimentacion,es,Panaderia La Espiga
COMPRA EN Colegiatura Universidad UNAM,educacion,es,Colegiatura Universidad UNAM
PAYMENT Amtrak,transporte,en,Amtrak
Restaurant,alimentacion,en,Restaurant
KFC *5NWQV,alimentacion,es,KFC
Mortgage Payment,vivienda,en,Mortgage Payment
CARD Grubhub,alimentacion,en,Grubhub
NATURAL GAS COMPANY SEATTLE,servicios,en,Natural Gas Company
PAGAMENTO Marcenaria Souza,vivienda,pt,Marcenaria Souza
TARJ Soriana,alimentacion,es,Soriana
Dunkin Donuts *V1ITUM4,alimentacion,en,Dunkin Donuts
Bershka,compras,es,Bershka
Gasolina RIO DE JANEIRO,transporte,pt,Gasolina
Auto Insurance Geico DENVER,finanzas,en,Auto Insurance Geico
Salida con Amigos,entretenimiento,es,Salida con Amigos
OXXO SUC 5238,alimentacion,es,Oxxo
COMPRA Poupanca Deposito,ahorro_inversion,pt,Poupanca Deposito
Salario Mensal,ingresos,pt,Salario Mensal
PAGO AGUA Y SANEAMIENTO SACMEX,servicios,es,Agua y Saneamiento SACMEX
Utilities HOUSTON,servicios,en,Utilities
Greyhound *PSFZVE,transporte,en,Greyhound
Presente RECIFE,compras,pt,Presente
PAGAMENTO Imposto de Renda Receita Federal,finanzas,pt,Imposto de Renda Receita Federal
Internet RIO DE JANEIRO,servicios,pt,Internet
ACH Home Depot,vivienda,en,Home Depot
DROGA RAIA BR,salud,pt,Droga Raia
Laboratorio RECIFE,salud,pt,Laboratorio
PAGO SERVICIO LA COMER,alimentacion,es,La Comer
Tortilleria San Juan TIJUANA,alimentacion,es,Tortilleria San Juan
Impuestos,finanzas,es,Impuestos
Lancamento Nao Identificado #2364,otros,pt,Lancamento Nao Identificado
Emergency Fund Transfer DENVER,ahorro_inversion,en,Emergency Fund Transfer
CARTAO Tarifa Bancaria Itau,finanzas,pt,Tarifa Bancaria Itau
PURCHASE Parking Garage Downtown,transporte,en,Parking Garage Downtown
Renta,vivienda,es,Renta
PAGO STARBUCKS,alimentacion,es,Starbucks
COMPRA TDC PAGO MINIMO BANAMEX,finanzas,es,Pago Minimo Banamex
EDUCACAO,educacion,pt,Educacao
Seguro Auto Porto Seguro,finanzas,pt,Seguro Auto Porto Seguro
Entretenimiento,entretenimiento,es,Entretenimiento
POS FIDELITY BROKERAGE,ahorro_inversion,en,Fidelity Brokerage
Kuspit Inversiones,ahorro_inversion,es,Kuspit Inversiones
Gym,entretenimiento,en,Gym
Manutencao do Lar,vivienda,pt,Manutencao do Lar
Kroger,alimentacion,en,Kroger
Seguro SAO PAULO,finanzas,pt,Seguro
FERRETERIA EL TORNILLO #7534,vivienda,es,Ferreteria El Tornillo
CONSULTA DENTISTA,salud,es,Consulta Dentista
GASOLINA,transporte,es,Gasolina
SEM PARAR,transporte,pt,Sem Parar
Saude,salud,pt,Saude
IMPUESTOS,finanzas,es,Impuestos
Liverpool SUC 7208,compras,es,Liverpool
Supermarket LOS ANGELES,alimentacion,en,Supermarket
Atacadao *L532,alimentacion,pt,Atacadao
IPVA DETRAN #3630,finanzas,pt,IPVA Detran
FOOD,alimentacion,en,Food
Telecine,entretenimiento,pt,Telecine
IRS Tax Payment LOS ANGELES,finanzas,en,IRS Tax Payment
FARM Similares,salud,es,FARM Similares
DOM COLEGIATURA UNIVERSIDAD UNAM,educacion,es,Colegiatura Universidad UNAM
Calzado CDMX,compras,es,Calzado
DEBIT Shell Gas Station,transporte,en,Shell Gas Station
Etsy,compras,en,Etsy
BP Gasolinera *V4B1,transporte,es,BP Gasolinera
SAFEWAY,alimentacion,en,Safeway
SALAO DE BELEZA,otros,pt,Salao de Beleza
TARJ MOVISTAR MEXICO,servicios,es,Movistar Mexico
HEB,alimentacion,es,HEB
DUNKIN DONUTS US,alimentacion,en,Dunkin Donuts
PAGO SERVICIO BINANCE COMPRA,ahorro_inversion,es,Binance Compra
Pago de Deuda MERIDA,finanzas,es,Pago de Deuda
Supermarket,alimentacion,en,Supermarket
FCIA DEL AHORRO PUEBLA,salud,es,FCIA del Ahorro
PIX Leroy Merlin,vivienda,pt,Leroy Merlin
PRESENTE,compras,pt,Presente
WALMART,alimentacion,es,Walmart
Streaming QUERETARO,entretenimiento,es,Streaming
PAGO PEAJE AUTOPISTA MEXICO QUERETARO,transporte,es,Peaje Autopista Mexico Queretaro
RECURRING NETFLIX US,entretenimiento,en,Netflix US
Pagamento de Divida,finanzas,pt,Pagamento de Divida
Udemy Course *4CDUFTAW,educacion,en,Udemy Course
Lancamento Diverso,otros,pt,Lancamento Diverso
Disposicion de Efectivo #2008,otros,es,Disposicion de Efectivo
COMPRA EN Tortilleria San Juan,alimentacion,es,Tortilleria San Juan
CLARO NET *540V,servicios,pt,Claro Net
DEPOSITO RECIBIDO,ingresos,es,Deposito Recibido
POS ALDI,alimentacion,en,Aldi
DEBITO AUTOMATICO TED Recebida,ingresos,pt,TED Recebida
TAXI,transporte,es,Taxi
ALIEXPRESS #9384,compras,es,AliExpress
PAGO SERVICIO PAGO SAT IMPUESTOS,finanzas,es,Pago SAT Impuestos
MORTGAGE PAYMENT,vivienda,en,Mortgage Payment
Sanborns SUC 4560,alimentacion,es,Sanborns
COMPRA Posto Ipiranga,transporte,pt,Posto Ipiranga
TED PIX Recebido Salario,ingresos,pt,PIX Recebido Salario
Course LOS ANGELES,educacion,en,Course
ALUGUEL,vivienda,pt,Aluguel
CARTAO Sem Parar,transporte,pt,Sem Parar
Tag IAVE,transporte,es,Tag IAVE
Sem Parar BR,transporte,pt,Sem Parar
RECURRING Udemy Course,educacion,en,Udemy Course
GOL LINHAS AEREAS BR,transporte,pt,Gol Linhas Aereas
COMPRA EN Taqueria El Paisa,alimentacion,es,Taqueria El Paisa
DEBIT Amazon,compras,en,Amazon
PHARMACY,salud,en,Pharmacy
Padaria Bella Paulista,alimentacion,pt,Padaria Bella Paulista
RECURRING AMTRAK,transporte,en,Amtrak
INTERESES CREDITO NOMINA MERIDA,finanzas,es,Intereses Credito Nomina
ANUIDADE CARTAO BRADESCO,finanzas,pt,Anuidade Cartao Bradesco
SENDAS,alimentacion,pt,Sendas
PAGO COMERCIAL MEXICANA,alimentacion,es,Comercial Mexicana
CARD ANNUAL FEE,finanzas,en,Card Annual Fee
CARD CVS Pharmacy,salud,en,CVS Pharmacy
Sky Television GUADALAJARA,servicios,es,Sky Television
Freelance Payment Received,ingresos,en,Freelance Payment Received
Lancamento Diverso CURITIBA,otros,pt,Lancamento Diverso
PAGO Mobil,transporte,es,Mobil
COMPRA EN Cetes Directo,ahorro_inversion,es,Cetes Directo
SALARY,ingresos,en,Salary
Transporte Publico RIO DE JANEIRO,transporte,pt,Transporte Publico
Miscellaneous,otros,en,Miscellaneous
CARTAO Restituicao Imposto de Renda,ingresos,pt,Restituicao Imposto de Renda
DEBIT KROGER,alimentacion,en,Kroger
STEAM STORE,entretenimiento,en,Steam Store
Transporte Publico,transporte,es,Transporte Publico
Taxi QUERETARO,transporte,es,Taxi
POS Publix,alimentacion,en,Publix
Anuidade Cartao Bradesco,finanzas,pt,Anuidade Cartao Bradesco
DOM Multa de Transito,finanzas,es,Multa de Transito
PAGAMENTO Casa do Pao de Queijo,alimentacion,pt,Casa do Pao de Queijo
INGRESO,ingresos,es,Ingreso
Disposicion de Efectivo SUC 3685,otros,es,Disposicion de Efectivo
Mercado Livre,compras,pt,Mercado Livre
Reparto de Utilidades MERIDA,ingresos,es,Reparto de Utilidades
TED Alura Cursos,educacion,pt,Alura Cursos
EBAY CHICAGO,compras,en,eBay
POS AT&T Internet,servicios,en,AT&T Internet
TED C&A Brasil,compras,pt,C&A Brasil
DOM DOCTOR CONSULTA GENERAL,salud,es,Doctor Consulta General
Educacao,educacion,pt,Educacao
COMPRA CARTAO Americanas,compras,pt,Americanas
PlayStation Store MEX,entretenimiento,es,PlayStation Store
Papeleria Lumen,educacion,es,Papeleria Lumen
SALUD DIGNA *JS2M,salud,es,Salud Digna
Combustivel,transporte,pt,Combustivel
Cash Advance SEATTLE,otros,en,Cash Advance
Habibs #4598,alimentacion,pt,Habibs
Alimentacao,alimentacion,pt,Alimentacao
PURCHASE AMC THEATRES,entretenimiento,en,AMC Theatres
COMPRA EN Disposicion de Efectivo,otros,es,Disposicion de Efectivo
WENDYS NEW YORK,alimentacion,en,Wendys
COMPRA CARTORIO TAXA,otros,pt,Cartorio Taxa
COMPRA TDC AGUA Y SANEAMIENTO SACMEX,servicios,es,Agua y Saneamiento SACMEX
PIX IOF OPERACAO,finanzas,pt,IOF Operacao
PAGO SERVICIO Star Plus,entretenimiento,es,Star Plus
Leisure,entretenimiento,en,Leisure
NETFLIX BRASIL,entretenimiento,pt,Netflix Brasil
SUPERMARKET,alimentacion,en,Supermarket
Tesouro Direto,ahorro_inversion,pt,Tesouro Direto
Presente,compras,pt,Presente
Deposito Recebido RECIFE,ingresos,pt,Deposito Recebido
Gift,compras,en,Gift
PAGO SERVICIO CABIFY,transporte,es,Cabify
PAGO SERVICIO FARM SIMILARES,salud,es,FARM Similares
UDEMY CURSO,educacion,es,Udemy Curso
Wire Transfer Received,ingresos,en,Wire Transfer Received
Cetes Directo MEX,ahorro_inversion,es,Cetes Directo
IZZI TELECOM MEX,servicios,es,Izzi Telecom
Investment,ahorro_inversion,en,Investment
PAGAMENTO Tarifa Bancaria Itau,finanzas,pt,Tarifa Bancaria Itau
DEBITO AUTOMATICO GLOBOPLAY,entretenimiento,pt,Globoplay
TED Mercadinho Sao Luiz,alimentacion,pt,Mercadinho Sao Luiz
METRO CDMX,transporte,es,Metro CDMX
ELECTRONICS,compras,en,Electronics
Peaje Autopista Mexico Queretaro SUC 7337,transporte,es,Peaje Autopista Mexico Queretaro
Target,compras,en,Target
UNIMED PLANO DE SAUDE,salud,pt,Unimed Plano de Saude
Internet GUADALAJARA,servicios,es,Internet
Apartment Rent SEATTLE,vivienda,en,Apartment Rent
Ocio,entretenimiento,es,Ocio
COMPRA TDC Taller Mecanico Lopez,transporte,es,Taller Mecanico Lopez
COMPRA CARTAO Saque em Caixa Eletronico,otros,pt,Saque em Caixa Eletronico
PARKING GARAGE DOWNTOWN *N4YTUKC9,transporte,en,Parking Garage Downtown
Agua,servicios,es,Agua
DEBIT TICKETMASTER EVENT,entretenimiento,en,Ticketmaster Event
SPOTIFY BRASIL *QIUWZECB,entretenimiento,pt,Spotify Brasil
Aluguel Apartamento,vivienda,pt,Aluguel Apartamento
Personal Loan Payment,finanzas,en,Personal Loan Payment
COMPRA TDC Notaria Publica Tramite,otros,es,Notaria Publica Tramite
URGENT CARE VISIT *SO53J,salud,en,Urgent Care Visit
SAQUE EM CAIXA ELETRONICO,otros,pt,Saque em Caixa Eletronico
MORTGAGE,vivienda,en,Mortgage
Movies,entretenimiento,en,Movies
DEBITO AUTOMATICO IPTU PREFEITURA,vivienda,pt,IPTU Prefeitura
PAGAMENTO Saraiva Livros,educacion,pt,Saraiva Livros
PAGO SERVICIO Office Depot,compras,es,Office Depot
SEGURO DE AUTO QUALITAS MERIDA,finanzas,es,Seguro de Auto Qualitas
Best Buy,compras,en,Best Buy
Livros,educacion,pt,Livros
Viva Aerobus #1050,transporte,es,Viva Aerobus
DEBITO AUTOMATICO Netflix Brasil,entretenimiento,pt,Netflix Brasil
Utility Bill,servicios,en,Utility Bill
TARJ La Comer,alimentacion,es,La Comer
Bonus SEATTLE,ingresos,en,Bonus
ACH Nordstrom,compras,en,Nordstrom
Supermercado MONTERREY,alimentacion,es,Supermercado
METRO CDMX MEX,transporte,es,Metro CDMX
Cuota de Mantenimiento MERIDA,vivienda,es,Cuota de Mantenimiento
TED Big Bompreco,alimentacion,pt,Big Bompreco
TED CAFETERIA SUPLICY,alimentacion,pt,Cafeteria Suplicy
Hospital Albert Einstein,salud,pt,Hospital Albert Einstein
Cuenta de Ahorro,ahorro_inversion,es,Cuenta de Ahorro
Nomina CDMX,ingresos,es,Nomina
Coffee Shop,alimentacion,en,Coffee Shop
PIX Saraiva Livros,educacion,pt,Saraiva Livros
RICO INVESTIMENTOS,ahorro_inversion,pt,Rico Investimentos
CAFETERIA SUPLICY,alimentacion,pt,Cafeteria Suplicy
PAGO SERVICIO Gasolinera Total,transporte,es,Gasolinera Total
Veterinary Clinic,otros,en,Veterinary Clinic
Farmacias Similares *YHDMPP,salud,es,Farmacias Similares
NIKE,compras,en,Nike
COMPRA EN VOLARIS,transporte,es,Volaris
DEBIT MTA Subway,transporte,en,MTA Subway
Pagamento de Aluguel CURITIBA,vivienda,pt,Pagamento de Aluguel
RECURRING T-MOBILE,servicios,en,T-Mobile
SORIANA SUC 3833,alimentacion,es,Soriana
FIDELITY BROKERAGE US,ahorro_inversion,en,Fidelity Brokerage
PAYMENT EZ PASS TOLL,transporte,en,EZ Pass Toll
SPTRANS *645KE,transporte,pt,SPTrans
BANK FEE,finanzas,en,Bank Fee
PAGO SERVICIO Pagare Bancario,ahorro_inversion,es,Pagare Bancario
Panera Bread *5M3GI,alimentacion,en,Panera Bread
ACH FIVE GUYS,alimentacion,en,Five Guys
WATER,servicios,en,Water
PAGO SERVICIO OXXO,alimentacion,es,Oxxo
COINBASE PURCHASE,ahorro_inversion,en,Coinbase Purchase
Juros,finanzas,pt,Juros
COMPRA CARTAO Deposito em Conta,ingresos,pt,Deposito em Conta
COMPRA EN Metrobus,transporte,es,Metrobus
PET SHOP CLINICA VETERINARIA BR,otros,pt,Pet Shop Clinica Veterinaria
COMPRA TELHA NORTE,vivienda,pt,Telha Norte
Receita PORTO ALEGRE,ingresos,pt,Receita
HBO MAX #6544,entretenimiento,es,HBO Max
GASOLINE,transporte,en,Gasoline
PAGAMENTO UCI CINEMAS,entretenimiento,pt,UCI Cinemas
PAGO SERVICIO GAS NATURAL FENOSA,servicios,es,Gas Natural Fenosa
DOM FARM SIMILARES,salud,es,FARM Similares
ENTRETENIMENTO,entretenimiento,pt,Entretenimento
Other,otros,en,Other
FARMACIA,salud,es,Farmacia
PAGAMENTO UBER BRASIL,transporte,pt,Uber Brasil
PANERA BREAD,alimentacion,en,Panera Bread
COMPRA TDC COSTCO,alimentacion,es,Costco
POS Twitch Subscription,entretenimiento,en,Twitch Subscription
SEGURO DE VIDA METLIFE *610VIW,finanzas,es,Seguro de Vida MetLife
CARTAO CEMIG Energia,servicios,pt,CEMIG Energia
Mensalidade BELO HORIZONTE,educacion,pt,Mensalidade
RECURRING Verizon Wireless,servicios,en,Verizon Wireless
HOA Dues,vivienda,en,HOA Dues
Ticketmaster Event US,entretenimiento,en,Ticketmaster Event
TELHA NORTE #9393,vivienda,pt,Telha Norte
CARD Quest Diagnostics,salud,en,Quest Diagnostics
TED Conta de Gas,servicios,pt,Conta de Gas
Alquiler CDMX,vivienda,es,Alquiler
PUBLIX,alimentacion,en,Publix
PAYMENT Planet Fitness,entretenimiento,en,Planet Fitness
COMPRA EN Salon de Belleza Glamour,otros,es,Salon de Belleza Glamour
ANNUAL CARD FEE #1866,finanzas,en,Annual Card Fee
PAGO Platzi Suscripcion,educacion,es,Platzi Suscripcion
PURCHASE Expense Reimbursement,ingresos,en,Expense Reimbursement
ACH Grubhub,alimentacion,en,Grubhub
KROGER SEATTLE,alimentacion,en,Kroger
Toks CDMX,alimentacion,es,Toks
COMPRA TDC WALMART,alimentacion,es,Walmart
HEALTH INSURANCE,salud,en,Health Insurance
Previdencia Privada,ahorro_inversion,pt,Previdencia Privada
SAVINGS,ahorro_inversion,en,Savings
PAYMENT Apartment Rent,vivienda,en,Apartment Rent
Chedraui *EYY37Q9,alimentacion,es,Chedraui
IKEA MEXICO GUADALAJARA,vivienda,es,Ikea Mexico
TUITION,educacion,en,Tuition
Restaurante BELO HORIZONTE,alimentacion,pt,Restaurante
PAYMENT Etsy,compras,en,Etsy
RESTAURANTE FOGO DE CHAO CURITIBA,alimentacion,pt,Restaurante Fogo de Chao
MEDICAMENTOS,salud,es,Medicamentos
RECURRING Robinhood Deposit,ahorro_inversion,en,Robinhood Deposit
SHEIN SUC 6176,compras,es,Shein
RECURRING LIFE INSURANCE PREMIUM,finanzas,en,Life Insurance Premium
Poupanca,ahorro_inversion,pt,Poupanca
LYFT *WZIHO2,transporte,en,Lyft
DEBITO AUTOMATICO ALUGUEL APARTAMENTO,vivienda,pt,Aluguel Apartamento
PlayStation Brasil BR,entretenimiento,pt,PlayStation Brasil
COMPRA CARTAO Previdencia Privada,ahorro_inversion,pt,Previdencia Privada
PIX BAR DO ZECA,entretenimiento,pt,Bar do Zeca
PURCHASE Aldi,alimentacion,en,Aldi
Estacionamento,transporte,pt,Estacionamento
COMPRA TDC MEXIBUS,transporte,es,Mexibus
Cine TIJUANA,entretenimiento,es,Cine
Juros Cheque Especial #1389,finanzas,pt,Juros Cheque Especial
Energia Eletrica RECIFE,servicios,pt,Energia Eletrica
Apartment Rent #294,vivienda,en,Apartment Rent
CEMIG ENERGIA,servicios,pt,CEMIG Energia
Verizon Wireless,servicios,en,Verizon Wireless
PLAYSTATION BRASIL #3882,entretenimiento,pt,PlayStation Brasil
ALIMENTACAO,alimentacion,pt,Alimentacao
Casa e Video Moveis CURITIBA,vivienda,pt,Casa e Video Moveis
WIRE TRANSFER RECEIVED,ingresos,en,Wire Transfer Received
DEBITO AUTOMATICO SPTRANS,transporte,pt,SPTrans
AMAZON MEXICO SUC 1121,compras,es,Amazon Mexico
PURCHASE LOWES HOME IMPROVEMENT,vivienda,en,Lowes Home Improvement
Inversion,ahorro_inversion,es,Inversion
TARIFA BANCARIA,finanzas,pt,Tarifa Bancaria
DEBITO AUTOMATICO POSTO SHELL,transporte,pt,Posto Shell
DOM AUTOBUSES ADO,transporte,es,Autobuses ADO
FARMACIAS GUADALAJARA MEX,salud,es,Farmacias Guadalajara
Devolucion de Impuestos SAT SUC 5569,ingresos,es,Devolucion de Impuestos SAT
TARJ Andrea Zapatos,compras,es,Andrea Zapatos
Laboratorio,salud,es,Laboratorio
MARCENARIA SOUZA *IAEBJ,vivienda,pt,Marcenaria Souza
METRO SAO PAULO BR,transporte,pt,Metro Sao Paulo
ADIDAS MEXICO #3010,compras,es,Adidas Mexico
RENTA,vivienda,es,Renta
Consulta Medica,salud,es,Consulta Medica
PAGO DE HIPOTECA,vivienda,es,Pago de Hipoteca
Southwest Airlines DENVER,transporte,en,Southwest Airlines
CARD NORDSTROM,compras,en,Nordstrom
Suscripcion Streaming,entretenimiento,es,Suscripcion Streaming
EMPRESTIMO PESSOAL SANTANDER *IJG7,finanzas,pt,Emprestimo Pessoal Santander
COMPRA CARTAO POUPANCA DEPOSITO,ahorro_inversion,pt,Poupanca Deposito
Mantenimiento del Hogar,vivienda,es,Mantenimiento del Hogar
TARJ TREN LIGERO,transporte,es,Tren Ligero
REFORMA PREDIAL,vivienda,pt,Reforma Predial
401k Contribution US,ahorro_inversion,en,401k Contribution
PAGO SERVICIO Costco,alimentacion,es,Costco
Cuenta de Ahorro PUEBLA,ahorro_inversion,es,Cuenta de Ahorro
BP GASOLINERA #2736,transporte,es,BP Gasolinera
DEBITO AUTOMATICO RENNER,compras,pt,Renner
SUBWAY #9372,alimentacion,es,Subway
Honorarios Profesionales MEX,ingresos,es,Honorarios Profesionales
Farmacias Benavides MEX,salud,es,Farmacias Benavides
Investment DENVER,ahorro_inversion,en,Investment
MOVIES,entretenimiento,en,Movies
Sin Clasificar QUERETARO,otros,es,Sin Clasificar
PAGAMENTO Aplicacao em CDB,ahorro_inversion,pt,Aplicacao em CDB
RESTAURANTE,alimentacion,es,Restaurante
Financiamento Imobiliario Caixa,vivienda,pt,Financiamento Imobiliario Caixa
PAGO Viva Aerobus,transporte,es,Viva Aerobus
Didi Food SUC 6817,alimentacion,es,Didi Food
IKEA MEXICO SUC 3451,vivienda,es,Ikea Mexico
PURCHASE STUDENT LOAN PAYMENT,educacion,en,Student Loan Payment
Tortilleria San Juan MEX,alimentacion,es,Tortilleria San Juan
DOM Deposito de Nomina,ingresos,es,Deposito de Nomina
Parking,transporte,en,Parking
Salary SEATTLE,ingresos,en,Salary
SHELL MEXICO SUC 9397,transporte,es,Shell Mexico
Transport SEATTLE,transporte,en,Transport
PAGAMENTO Rico Investimentos,ahorro_inversion,pt,Rico Investimentos
POS INTERNET SERVICE PROVIDER,servicios,en,Internet Service Provider
RECURRING Cash Advance,otros,en,Cash Advance
VANGUARD INVESTMENT *H0Q5AHZM,ahorro_inversion,en,Vanguard Investment
COMPRA CARTAO EXTRA,alimentacion,pt,Extra
NUINVEST APORTE BELO HORIZONTE,ahorro_inversion,pt,Nuinvest Aporte
DOM Tren Ligero,transporte,es,Tren Ligero
Farmacia,salud,es,Farmacia
Compras SALVADOR,compras,pt,Compras
AGUA,servicios,es,Agua
CARD Southwest Airlines,transporte,en,Southwest Airlines
Folha de Pagamento PORTO ALEGRE,ingresos,pt,Folha de Pagamento
Streaming CHICAGO,entretenimiento,en,Streaming
Investimento RECIFE,ahorro_inversion,pt,Investimento
TRANSFER TO SAVINGS,ahorro_inversion,en,Transfer to Savings
Abarrotes,alimentacion,es,Abarrotes
Seguro QUERETARO,finanzas,es,Seguro
Udemy Course US,educacion,en,Udemy Course
REGALO,compras,es,Regalo
COMPRA EN Subway,alimentacion,es,Subway
ALQUILER,vivienda,es,Alquiler
TED Recebida,ingresos,pt,TED Recebida
SKY TELEVISION,servicios,es,Sky Television
COMPRA TDC Retiro en Cajero,otros,es,Retiro en Cajero
BONIFICACION,ingresos,es,Bonificacion
Bonificacao,ingresos,pt,Bonificacao
Clothing LOS ANGELES,compras,en,Clothing
