tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
-0.160,0.415,1.160,0.530,0.228,0.575,1,0.230,en_riesgo
0.159,0.368,0.841,0.560,0.262,0.104,1,0.246,en_observacion
-0.001,0.354,1.001,0.626,0.362,0.205,0,0.042,en_riesgo
-0.015,0.390,1.015,0.642,0.258,0.764,0,0.213,en_riesgo
0.075,0.197,0.925,0.672,0.127,0.406,1,0.134,en_observacion
0.041,0.289,0.959,0.685,0.201,0.306,2,0.347,en_riesgo
-0.436,0.477,1.436,0.912,0.222,0.265,0,0.453,en_riesgo
0.438,0.108,0.562,0.325,0.157,0.282,3,0.075,saludable
-0.178,0.383,1.178,0.530,0.266,0.206,0,0.322,en_riesgo
-0.141,0.630,1.141,0.788,0.328,0.512,0,0.301,en_riesgo
0.274,0.200,0.726,0.502,0.093,0.319,3,0.170,en_observacion
-0.102,0.377,1.102,0.609,0.424,0.347,0,0.170,en_riesgo
-0.332,0.652,1.332,0.989,0.232,0.192,0,0.151,en_riesgo
0.341,0.060,0.659,0.440,0.166,0.381,3,0.321,saludable
0.110,0.238,0.890,0.442,0.219,0.296,2,0.534,en_observacion
0.243,0.150,0.757,0.395,0.117,0.238,3,0.161,saludable
-0.447,0.441,1.447,1.040,0.216,0.334,0,0.201,en_riesgo
0.458,0.002,0.542,0.407,0.104,0.381,3,0.029,saludable
0.241,0.312,0.759,0.528,0.170,0.564,2,0.270,en_observacion
0.477,0.233,0.523,0.334,0.104,0.754,2,0.281,saludable
0.303,0.145,0.697,0.493,0.157,0.729,3,0.178,saludable
-0.301,0.695,1.301,0.867,0.414,0.559,0,0.159,en_riesgo
0.010,0.210,0.990,0.467,0.190,0.359,2,0.360,en_observacion
0.512,0.214,0.488,0.301,0.069,0.556,3,0.356,saludable
0.084,0.409,0.916,0.432,0.177,0.368,2,0.131,en_riesgo
0.020,0.204,0.980,0.562,0.117,0.598,1,0.078,en_riesgo
-0.248,0.647,1.248,0.984,0.145,0.457,0,0.252,en_riesgo
0.447,0.178,0.553,0.364,0.124,0.454,2,0.350,saludable
0.121,0.159,0.879,0.476,0.254,0.380,2,0.184,en_observacion
0.238,0.201,0.762,0.407,0.088,0.510,1,0.136,en_observacion
-0.005,0.620,1.005,0.465,0.254,0.844,0,0.101,en_riesgo
-0.446,0.363,1.446,1.084,0.280,0.675,0,0.222,en_riesgo
0.400,0.217,0.600,0.442,0.121,0.452,3,0.610,saludable
0.368,0.046,0.632,0.380,0.178,0.381,3,0.162,saludable
-0.065,0.691,1.065,0.620,0.402,0.242,1,0.241,en_riesgo
-0.203,0.539,1.203,0.785,0.352,0.386,0,0.164,en_riesgo
-0.104,0.686,1.104,0.723,0.337,0.477,0,0.406,en_riesgo
0.413,0.241,0.587,0.328,0.141,0.269,3,0.025,saludable
0.108,0.341,0.892,0.693,0.127,0.345,1,0.215,en_riesgo
0.134,0.430,0.866,0.491,0.321,0.346,2,0.179,en_riesgo
0.395,0.193,0.605,0.312,0.098,0.539,3,0.121,saludable
0.323,0.248,0.677,0.359,0.129,0.190,3,0.066,en_observacion
0.140,0.302,0.860,0.614,0.167,0.363,1,0.200,en_observacion
0.207,0.015,0.793,0.376,0.167,0.640,3,0.464,saludable
0.296,0.065,0.704,0.490,0.178,0.619,2,0.658,saludable
0.078,0.217,0.922,0.583,0.238,0.469,1,0.205,en_observacion
0.243,0.170,0.757,0.420,0.315,0.446,3,0.194,saludable
0.197,0.257,0.803,0.376,0.176,0.187,2,0.215,en_observacion
0.520,0.057,0.480,0.355,0.070,0.330,3,0.235,saludable
0.231,0.390,0.769,0.583,0.160,0.409,1,0.395,en_observacion
0.236,0.440,0.764,0.425,0.110,0.271,2,0.164,en_observacion
0.216,0.181,0.784,0.498,0.159,0.194,2,0.157,saludable
-0.239,0.477,1.239,0.586,0.168,0.253,1,0.276,en_riesgo
-0.394,0.742,1.394,0.704,0.587,0.742,0,0.392,en_riesgo
0.031,0.237,0.969,0.623,0.107,0.395,1,0.257,en_riesgo
0.173,0.277,0.827,0.577,0.087,0.581,1,0.105,en_observacion
0.022,0.473,0.978,0.593,0.281,0.579,0,0.310,en_riesgo
0.172,0.406,0.828,0.382,0.298,0.217,1,0.450,en_observacion
-0.069,0.417,1.069,0.669,0.315,0.903,0,0.361,en_riesgo
0.171,0.344,0.829,0.413,0.242,0.412,2,0.254,en_observacion
0.230,0.253,0.770,0.371,0.153,0.272,1,0.371,en_observacion
0.300,0.063,0.700,0.449,0.196,0.435,2,0.358,saludable
-0.045,0.648,1.045,0.515,0.316,0.073,1,0.272,en_riesgo
-0.030,0.500,1.030,0.611,0.294,0.452,1,0.314,en_riesgo
0.045,0.553,0.955,0.481,0.332,0.561,0,0.145,en_riesgo
-0.013,0.535,1.013,0.484,0.298,0.106,0,0.192,en_riesgo
0.204,0.114,0.796,0.429,0.082,0.560,3,0.143,saludable
0.257,0.219,0.743,0.435,0.254,0.414,3,0.193,saludable
0.075,0.237,0.925,0.476,0.229,0.222,2,0.146,en_observacion
0.299,0.019,0.701,0.372,0.110,0.126,3,0.169,saludable
0.489,0.182,0.511,0.377,0.104,0.167,3,0.192,saludable
-0.175,0.665,1.175,0.877,0.204,0.547,0,0.345,en_riesgo
0.441,0.090,0.559,0.417,0.104,0.850,3,0.039,saludable
0.403,0.060,0.597,0.377,0.192,0.077,3,0.251,saludable
-0.331,0.721,1.331,1.052,0.229,0.546,0,0.382,en_riesgo
0.151,0.416,0.849,0.499,0.217,0.395,2,0.417,en_observacion
0.133,0.320,0.867,0.433,0.174,0.423,2,0.335,en_observacion
0.208,0.064,0.792,0.422,0.246,0.114,3,0.179,saludable
-0.173,0.455,1.173,0.681,0.232,0.302,0,0.105,en_riesgo
0.540,0.080,0.460,0.220,0.137,0.481,3,0.061,saludable
0.132,0.186,0.868,0.630,0.126,0.524,1,0.128,en_observacion
0.201,0.261,0.799,0.424,0.145,0.146,1,0.285,en_observacion
0.040,0.270,0.960,0.559,0.232,0.212,1,0.152,en_riesgo
-0.225,0.790,1.225,0.892,0.144,0.260,1,0.286,en_riesgo
0.239,0.373,0.761,0.451,0.184,0.248,1,0.414,en_observacion
-0.031,0.772,1.031,0.754,0.179,0.598,0,0.483,en_riesgo
0.525,0.162,0.475,0.380,0.093,0.428,2,0.058,saludable
0.120,0.176,0.880,0.684,0.132,0.267,2,0.156,en_observacion
0.382,0.096,0.618,0.320,0.248,0.210,2,0.065,saludable
0.370,0.073,0.630,0.308,0.243,0.420,3,0.055,saludable
-0.303,0.390,1.303,0.988,0.167,0.395,0,0.147,en_riesgo
-0.214,0.377,1.214,0.608,0.145,0.294,1,0.162,en_riesgo
0.166,0.337,0.834,0.477,0.123,0.314,2,0.039,en_observacion
0.201,0.176,0.799,0.461,0.263,0.664,1,0.021,saludable
-0.082,0.710,1.082,0.670,0.220,0.139,0,0.288,en_riesgo
0.496,0.233,0.504,0.252,0.194,0.235,3,0.534,saludable
0.107,0.382,0.893,0.648,0.100,0.227,1,0.181,en_riesgo
0.103,0.220,0.897,0.486,0.350,0.672,2,0.175,en_observacion
-0.179,0.795,1.179,0.566,0.308,0.485,1,0.188,en_riesgo
-0.063,0.370,1.063,0.754,0.247,0.715,0,0.192,en_riesgo
0.265,0.038,0.735,0.399,0.213,0.253,3,0.232,saludable
0.427,0.022,0.573,0.268,0.176,0.289,2,0.336,saludable
0.252,0.229,0.748,0.521,0.193,0.118,3,0.358,saludable
0.014,0.182,0.986,0.730,0.162,0.604,1,0.265,en_riesgo
-0.205,0.673,1.205,0.555,0.501,0.833,1,0.177,en_riesgo
0.331,0.199,0.669,0.425,0.178,0.415,3,0.295,saludable
0.246,0.200,0.754,0.444,0.206,0.485,1,0.115,en_observacion
-0.288,0.637,1.288,0.649,0.522,0.531,0,0.477,en_riesgo
-0.110,0.666,1.110,0.827,0.244,0.240,0,0.230,en_riesgo
-0.054,0.351,1.054,0.574,0.346,0.036,0,0.373,en_riesgo
0.248,0.152,0.752,0.412,0.289,0.375,2,0.447,saludable
0.457,0.081,0.543,0.346,0.103,0.093,2,0.222,saludable
0.210,0.053,0.790,0.497,0.080,0.186,2,0.590,saludable
0.222,0.216,0.778,0.541,0.213,0.765,1,0.565,en_observacion
0.106,0.231,0.894,0.449,0.343,0.239,1,0.066,en_observacion
-0.105,0.610,1.105,0.700,0.333,0.374,1,0.250,en_riesgo
0.008,0.237,0.992,0.492,0.266,0.489,1,0.052,en_riesgo
0.007,0.754,0.993,0.714,0.210,0.591,0,0.419,en_riesgo
0.126,0.220,0.874,0.483,0.341,0.275,1,0.285,en_observacion
-0.220,0.500,1.220,0.632,0.182,0.461,1,0.447,en_riesgo
0.219,0.444,0.781,0.438,0.110,0.763,1,0.365,en_riesgo
-0.442,0.510,1.442,1.086,0.150,0.396,0,0.241,en_riesgo
-0.386,0.632,1.386,0.792,0.207,0.621,0,0.269,en_riesgo
0.496,0.008,0.504,0.349,0.086,0.215,2,0.541,saludable
0.006,0.240,0.994,0.592,0.147,0.841,2,0.429,en_riesgo
0.104,0.354,0.896,0.411,0.341,0.474,2,0.217,en_riesgo
0.072,0.162,0.928,0.665,0.226,0.717,1,0.220,en_observacion
0.475,0.234,0.525,0.381,0.135,0.352,2,0.180,saludable
0.012,0.281,0.988,0.712,0.114,0.278,2,0.073,en_riesgo
0.217,0.123,0.783,0.409,0.103,0.460,3,0.110,saludable
0.206,0.279,0.794,0.535,0.247,0.271,1,0.083,en_observacion
0.007,0.292,0.993,0.784,0.156,0.411,1,0.032,en_riesgo
-0.017,0.567,1.017,0.650,0.205,0.713,0,0.263,en_riesgo
-0.414,0.692,1.414,0.852,0.525,0.660,1,0.175,en_riesgo
-0.203,0.509,1.203,0.649,0.390,0.555,0,0.076,en_riesgo
0.441,0.019,0.559,0.255,0.096,0.172,3,0.441,saludable
0.392,0.055,0.608,0.418,0.166,0.788,2,0.342,saludable
-0.285,0.445,1.285,0.982,0.214,0.286,1,0.632,en_riesgo
0.499,0.009,0.501,0.257,0.180,0.262,2,0.283,saludable
0.209,0.143,0.791,0.629,0.149,0.421,3,0.292,en_observacion
0.079,0.250,0.921,0.516,0.366,0.470,1,0.295,en_observacion
-0.238,0.449,1.238,0.662,0.151,0.277,0,0.223,en_riesgo
-0.082,0.434,1.082,0.746,0.202,0.375,0,0.549,en_riesgo
-0.303,0.417,1.303,0.758,0.230,0.474,0,0.254,en_riesgo
0.497,0.213,0.503,0.259,0.182,0.375,3,0.210,saludable
0.243,0.135,0.757,0.567,0.137,0.226,2,0.244,saludable
0.280,0.193,0.720,0.427,0.236,0.710,3,0.312,en_observacion
0.207,0.173,0.793,0.358,0.269,0.166,2,0.245,saludable
-0.145,0.715,1.145,0.867,0.199,0.722,1,0.080,en_riesgo
0.160,0.301,0.840,0.603,0.206,0.467,1,0.250,en_observacion
-0.281,0.729,1.281,0.790,0.382,0.269,1,0.354,en_riesgo
-0.288,0.614,1.288,0.712,0.144,0.077,0,0.402,en_riesgo
0.153,0.412,0.847,0.447,0.369,0.093,1,0.121,en_riesgo
0.442,0.211,0.558,0.274,0.133,0.369,3,0.393,saludable
-0.273,0.695,1.273,0.689,0.360,0.468,0,0.386,en_riesgo
0.064,0.153,0.936,0.454,0.133,0.333,1,0.301,en_riesgo
0.144,0.357,0.856,0.403,0.367,0.487,2,0.147,en_observacion
0.204,0.068,0.796,0.581,0.109,0.121,3,0.203,saludable
0.201,0.183,0.799,0.612,0.084,0.300,3,0.035,en_observacion
-0.106,0.517,1.106,0.756,0.321,0.358,1,0.200,en_riesgo
0.051,0.287,0.949,0.562,0.319,0.148,1,0.061,en_observacion
-0.400,0.661,1.400,0.977,0.222,0.528,1,0.266,en_riesgo
-0.104,0.736,1.104,0.615,0.416,0.445,0,0.207,en_riesgo
0.452,0.164,0.548,0.384,0.123,0.434,2,0.105,saludable
0.229,0.106,0.771,0.616,0.085,0.059,2,0.136,saludable
0.221,0.396,0.779,0.434,0.324,0.408,2,0.152,en_observacion
-0.188,0.555,1.188,0.590,0.202,0.300,0,0.246,en_riesgo
0.244,0.059,0.756,0.451,0.246,0.224,3,0.219,saludable
0.137,0.424,0.863,0.510,0.275,0.585,1,0.308,en_riesgo
0.210,0.222,0.790,0.599,0.166,0.432,1,0.106,en_observacion
-0.046,0.671,1.046,0.792,0.173,0.455,1,0.173,en_riesgo
0.009,0.422,0.991,0.657,0.306,0.477,2,0.085,en_riesgo
0.030,0.305,0.970,0.672,0.110,0.121,1,0.106,en_riesgo
0.370,0.198,0.630,0.354,0.242,0.267,3,0.104,saludable
0.396,0.019,0.604,0.382,0.083,0.015,3,0.225,saludable
0.434,0.238,0.566,0.308,0.222,0.595,2,0.071,saludable
0.010,0.578,0.990,0.713,0.137,0.547,0,0.171,en_riesgo
-0.073,0.720,1.073,0.733,0.114,0.467,1,0.528,en_riesgo
0.188,0.429,0.812,0.402,0.138,0.099,1,0.217,en_riesgo
0.336,0.018,0.664,0.502,0.094,0.693,2,0.167,saludable
-0.327,0.406,1.327,0.967,0.195,0.219,0,0.061,en_riesgo
0.546,0.109,0.454,0.357,0.088,0.252,2,0.422,saludable
0.389,0.005,0.611,0.299,0.084,0.268,3,0.209,saludable
0.416,0.122,0.584,0.445,0.113,0.370,2,0.468,saludable
-0.061,0.724,1.061,0.709,0.273,0.264,0,0.432,en_riesgo
-0.177,0.753,1.177,0.603,0.430,0.489,0,0.165,en_riesgo
-0.068,0.542,1.068,0.659,0.342,0.314,0,0.091,en_riesgo
-0.300,0.386,1.300,0.673,0.447,0.375,0,0.063,en_riesgo
0.407,0.059,0.593,0.334,0.178,0.200,3,0.052,saludable
0.420,0.033,0.580,0.370,0.179,0.271,2,0.232,saludable
0.006,0.408,0.994,0.739,0.123,0.269,2,0.072,en_riesgo
0.251,0.007,0.749,0.521,0.088,0.208,3,0.048,saludable
-0.308,0.761,1.308,0.699,0.143,0.131,0,0.278,en_riesgo
-0.133,0.394,1.133,0.513,0.297,0.904,0,0.191,en_riesgo
-0.174,0.389,1.174,0.822,0.229,0.568,0,0.103,en_riesgo
0.049,0.426,0.951,0.642,0.230,0.367,1,0.256,en_riesgo
0.158,0.377,0.842,0.590,0.223,0.686,1,0.313,en_riesgo
0.361,0.001,0.639,0.490,0.128,0.546,3,0.054,saludable
-0.312,0.784,1.312,1.027,0.268,0.627,0,0.156,en_riesgo
-0.388,0.636,1.388,1.039,0.302,0.101,0,0.144,en_riesgo
-0.185,0.425,1.185,0.552,0.166,0.123,1,0.075,en_riesgo
0.020,0.268,0.980,0.782,0.132,0.433,2,0.337,en_observacion
0.212,0.171,0.788,0.592,0.142,0.573,3,0.444,saludable
0.124,0.204,0.876,0.596,0.252,0.457,2,0.364,en_observacion
-0.404,0.561,1.404,1.061,0.198,0.009,0,0.121,en_riesgo
-0.425,0.700,1.425,1.135,0.251,0.431,1,0.272,en_riesgo
0.047,0.379,0.953,0.550,0.218,0.824,1,0.116,en_riesgo
0.030,0.473,0.970,0.673,0.233,0.596,0,0.189,en_riesgo
0.191,0.386,0.809,0.506,0.146,0.282,2,0.037,en_riesgo
0.207,0.315,0.793,0.574,0.199,0.305,1,0.104,en_observacion
0.210,0.161,0.790,0.449,0.291,0.730,1,0.166,en_observacion
-0.237,0.413,1.237,0.943,0.212,0.411,0,0.389,en_riesgo
0.045,0.360,0.955,0.500,0.325,0.677,1,0.310,en_riesgo
-0.324,0.621,1.324,1.054,0.254,0.804,0,0.234,en_riesgo
-0.429,0.450,1.429,1.043,0.379,0.606,0,0.281,en_riesgo
-0.284,0.469,1.284,0.719,0.562,0.278,0,0.356,en_riesgo
0.321,0.085,0.679,0.324,0.251,0.822,3,0.318,saludable
-0.027,0.725,1.027,0.564,0.376,0.229,1,0.070,en_riesgo
0.060,0.365,0.940,0.458,0.272,0.549,2,0.203,en_riesgo
0.006,0.374,0.994,0.727,0.186,0.396,1,0.199,en_riesgo
0.208,0.262,0.792,0.522,0.163,0.469,1,0.166,en_observacion
-0.447,0.375,1.447,1.063,0.145,0.656,0,0.146,en_riesgo
0.146,0.182,0.854,0.457,0.358,0.348,2,0.189,en_observacion
0.184,0.420,0.816,0.452,0.154,0.167,2,0.264,en_observacion
0.069,0.295,0.931,0.430,0.235,0.180,2,0.137,en_observacion
-0.403,0.494,1.403,1.008,0.217,0.580,0,0.252,en_riesgo
-0.043,0.529,1.043,0.553,0.282,0.351,0,0.283,en_riesgo
0.092,0.351,0.908,0.417,0.184,0.241,1,0.283,en_riesgo
0.151,0.209,0.849,0.475,0.184,0.162,2,0.042,en_observacion
-0.410,0.736,1.410,0.911,0.323,0.256,0,0.107,en_riesgo
0.062,0.377,0.938,0.537,0.099,0.216,1,0.246,en_riesgo
0.461,0.174,0.539,0.361,0.149,0.656,3,0.038,saludable
-0.004,0.765,1.004,0.655,0.344,0.273,1,0.123,en_riesgo
0.175,0.404,0.825,0.539,0.202,0.876,1,0.475,en_riesgo
0.080,0.322,0.920,0.464,0.161,0.131,2,0.215,en_observacion
0.274,0.011,0.726,0.494,0.196,0.563,3,0.236,saludable
0.206,0.150,0.794,0.588,0.176,0.588,1,0.245,en_observacion
0.495,0.103,0.505,0.261,0.063,0.405,3,0.053,saludable
0.065,0.176,0.935,0.593,0.183,0.598,2,0.154,en_observacion
0.399,0.167,0.601,0.339,0.248,0.427,3,0.446,saludable
-0.050,0.592,1.050,0.757,0.198,0.534,0,0.104,en_riesgo
-0.148,0.541,1.148,0.912,0.153,0.350,1,0.502,en_riesgo
-0.347,0.689,1.347,1.046,0.281,0.770,0,0.356,en_riesgo
-0.051,0.786,1.051,0.747,0.168,0.721,0,0.122,en_riesgo
0.075,0.332,0.925,0.490,0.248,0.719,2,0.045,en_observacion
0.390,0.146,0.610,0.456,0.100,0.309,2,0.382,saludable
-0.107,0.675,1.107,0.627,0.210,0.102,1,0.243,en_riesgo
0.024,0.417,0.976,0.617,0.308,0.385,0,0.167,en_riesgo
0.049,0.296,0.951,0.587,0.329,0.036,1,0.220,en_riesgo
0.422,0.217,0.578,0.358,0.176,0.138,3,0.592,saludable
0.325,0.177,0.675,0.340,0.270,0.573,3,0.098,saludable
-0.186,0.598,1.186,0.620,0.379,0.594,1,0.137,en_riesgo
0.403,0.111,0.597,0.450,0.088,0.133,3,0.351,saludable
0.484,0.054,0.516,0.277,0.064,0.338,2,0.387,saludable
0.207,0.295,0.793,0.440,0.268,0.438,1,0.263,en_observacion
-0.166,0.519,1.166,0.915,0.218,0.813,1,0.233,en_riesgo
0.483,0.124,0.517,0.366,0.074,0.374,2,0.162,saludable
0.155,0.304,0.845,0.394,0.201,0.420,2,0.155,en_observacion
0.086,0.327,0.914,0.437,0.294,0.346,1,0.390,en_riesgo
0.377,0.223,0.623,0.346,0.242,0.161,3,0.105,saludable
0.105,0.310,0.895,0.665,0.145,0.514,2,0.091,en_riesgo
-0.414,0.569,1.414,1.099,0.250,0.517,1,0.251,en_riesgo
-0.110,0.769,1.110,0.675,0.299,0.061,1,0.178,en_riesgo
0.396,0.147,0.604,0.423,0.088,0.500,3,0.374,saludable
-0.102,0.370,1.102,0.613,0.141,0.175,1,0.414,en_riesgo
0.158,0.165,0.842,0.647,0.118,0.583,1,0.233,en_observacion
0.385,0.093,0.615,0.340,0.152,0.030,3,0.243,saludable
-0.059,0.545,1.059,0.515,0.324,0.040,0,0.192,en_riesgo
-0.287,0.539,1.287,0.935,0.323,0.309,0,0.042,en_riesgo
0.236,0.170,0.764,0.519,0.102,0.590,1,0.548,en_observacion
-0.293,0.360,1.293,0.715,0.531,0.695,0,0.121,en_riesgo
0.197,0.350,0.803,0.485,0.196,0.416,2,0.222,en_observacion
-0.280,0.759,1.280,0.779,0.178,0.495,0,0.204,en_riesgo
-0.212,0.738,1.212,0.952,0.219,0.181,0,0.347,en_riesgo
-0.083,0.628,1.083,0.509,0.486,0.333,0,0.208,en_riesgo
0.195,0.238,0.805,0.457,0.155,0.669,2,0.220,saludable
-0.088,0.493,1.088,0.698,0.337,0.769,0,0.351,en_riesgo
-0.033,0.557,1.033,0.543,0.368,0.312,0,0.102,en_riesgo
0.163,0.365,0.837,0.444,0.160,0.108,1,0.291,en_riesgo
0.536,0.111,0.464,0.298,0.131,0.671,3,0.286,saludable
0.005,0.245,0.995,0.519,0.139,0.282,2,0.294,en_riesgo
0.166,0.415,0.834,0.538,0.228,0.508,2,0.356,en_riesgo
0.010,0.347,0.990,0.662,0.156,0.172,2,0.364,en_riesgo
0.542,0.032,0.458,0.279,0.085,0.776,3,0.054,saludable
0.021,0.204,0.979,0.740,0.216,0.846,1,0.184,en_riesgo
-0.439,0.513,1.439,1.083,0.199,0.766,1,0.125,en_riesgo
-0.194,0.781,1.194,0.881,0.126,0.449,0,0.107,en_riesgo
-0.158,0.574,1.158,0.850,0.278,0.122,0,0.082,en_riesgo
-0.052,0.507,1.052,0.687,0.315,0.175,1,0.407,en_riesgo
0.369,0.000,0.631,0.318,0.139,0.532,2,0.630,saludable
0.288,0.130,0.712,0.421,0.185,0.148,2,0.099,saludable
0.134,0.295,0.866,0.562,0.240,0.499,2,0.430,en_observacion
0.248,0.267,0.752,0.505,0.245,0.515,1,0.341,en_observacion
-0.170,0.417,1.170,0.810,0.203,0.309,1,0.279,en_riesgo
0.239,0.352,0.761,0.486,0.158,0.252,1,0.143,en_observacion
-0.421,0.524,1.421,0.938,0.284,0.624,0,0.333,en_riesgo
0.496,0.179,0.504,0.321,0.061,0.518,3,0.228,saludable
0.338,0.040,0.662,0.402,0.178,0.434,3,0.127,saludable
-0.310,0.581,1.310,0.978,0.143,0.104,1,0.075,en_riesgo
0.420,0.132,0.580,0.294,0.096,0.497,3,0.078,saludable
0.469,0.009,0.531,0.369,0.104,0.231,3,0.533,saludable
0.467,0.057,0.533,0.301,0.117,0.094,3,0.427,saludable
0.303,0.165,0.697,0.482,0.143,0.182,3,0.346,saludable
-0.317,0.585,1.317,0.609,0.562,0.310,1,0.167,en_riesgo
0.008,0.409,0.992,0.585,0.310,0.146,2,0.323,en_riesgo
0.326,0.203,0.674,0.309,0.102,0.090,3,0.278,saludable
-0.008,0.420,1.008,0.574,0.400,0.708,0,0.273,en_riesgo
0.016,0.265,0.984,0.478,0.336,0.656,1,0.093,en_riesgo
0.228,0.220,0.772,0.582,0.149,0.433,3,0.260,en_observacion
-0.434,0.444,1.434,1.047,0.278,0.627,0,0.005,en_riesgo
0.157,0.284,0.843,0.477,0.315,0.343,2,0.297,en_observacion
0.137,0.207,0.863,0.397,0.249,0.657,1,0.041,en_observacion
0.232,0.395,0.768,0.454,0.141,0.431,2,0.559,en_observacion
0.049,0.189,0.951,0.647,0.102,0.230,1,0.710,en_observacion
0.405,0.214,0.595,0.463,0.091,0.583,2,0.146,saludable
0.523,0.095,0.477,0.332,0.086,0.640,3,0.228,saludable
-0.154,0.457,1.154,0.602,0.435,0.574,0,0.270,en_riesgo
-0.204,0.575,1.204,0.820,0.129,0.296,0,0.474,en_riesgo
0.321,0.093,0.679,0.395,0.150,0.381,3,0.127,saludable
0.181,0.311,0.819,0.457,0.315,0.338,2,0.545,en_observacion
0.153,0.360,0.847,0.434,0.353,0.207,2,0.141,en_observacion
0.468,0.047,0.532,0.270,0.192,0.311,3,0.291,saludable
-0.291,0.558,1.291,0.973,0.311,0.661,0,0.260,en_riesgo
0.007,0.165,0.993,0.678,0.217,0.202,1,0.176,en_riesgo
0.350,0.148,0.650,0.438,0.065,0.634,3,0.201,saludable
0.430,0.169,0.570,0.262,0.210,0.564,2,0.127,saludable
-0.320,0.580,1.320,0.919,0.135,0.346,0,0.268,en_riesgo
0.157,0.290,0.843,0.524,0.261,0.367,1,0.108,en_observacion
0.074,0.415,0.926,0.475,0.324,0.254,2,0.220,en_riesgo
0.037,0.334,0.963,0.532,0.293,0.806,2,0.251,en_riesgo
0.219,0.427,0.781,0.480,0.228,0.486,2,0.157,en_observacion
-0.210,0.398,1.210,0.783,0.141,0.118,0,0.306,en_riesgo
0.335,0.226,0.665,0.348,0.122,0.700,3,0.275,saludable
-0.163,0.728,1.163,0.591,0.420,0.357,1,0.084,en_riesgo
0.263,0.072,0.737,0.395,0.201,0.491,3,0.184,saludable
0.348,0.248,0.652,0.367,0.172,0.220,2,0.242,saludable
0.437,0.187,0.563,0.415,0.103,0.757,3,0.131,saludable
0.285,0.182,0.715,0.338,0.212,0.158,3,0.416,saludable
0.006,0.392,0.994,0.513,0.445,0.425,2,0.265,en_riesgo
-0.208,0.496,1.208,0.904,0.202,0.462,1,0.630,en_riesgo
-0.366,0.601,1.366,1.077,0.163,0.636,0,0.190,en_riesgo
0.083,0.343,0.917,0.549,0.213,0.412,1,0.080,en_riesgo
-0.233,0.615,1.233,0.763,0.436,0.277,0,0.054,en_riesgo
0.091,0.354,0.909,0.521,0.278,0.171,2,0.134,en_riesgo
0.120,0.367,0.880,0.656,0.098,0.779,1,0.571,en_riesgo
-0.089,0.535,1.089,0.695,0.163,0.312,0,0.106,en_riesgo
-0.409,0.459,1.409,0.658,0.496,0.217,0,0.210,en_riesgo
-0.291,0.419,1.291,0.925,0.133,0.321,0,0.226,en_riesgo
0.136,0.318,0.864,0.511,0.119,0.363,1,0.155,en_observacion
-0.197,0.385,1.197,0.821,0.140,0.349,0,0.506,en_riesgo
-0.138,0.725,1.138,0.563,0.192,0.340,0,0.228,en_riesgo
0.498,0.154,0.502,0.363,0.076,0.937,3,0.067,saludable
0.245,0.248,0.755,0.489,0.091,0.093,2,0.222,saludable
0.242,0.178,0.758,0.532,0.082,0.537,1,0.082,saludable
0.041,0.176,0.959,0.633,0.235,0.316,2,0.408,en_observacion
0.023,0.420,0.977,0.597,0.174,0.308,2,0.074,en_riesgo
0.529,0.126,0.471,0.218,0.181,0.424,3,0.260,saludable
0.196,0.189,0.804,0.366,0.336,0.641,2,0.281,en_observacion
0.180,0.354,0.820,0.651,0.121,0.342,2,0.110,en_observacion
0.511,0.221,0.489,0.339,0.061,0.585,3,0.304,saludable
-0.380,0.553,1.380,1.091,0.140,0.458,0,0.126,en_riesgo
0.020,0.418,0.980,0.772,0.139,0.304,2,0.075,en_riesgo
0.040,0.343,0.960,0.673,0.157,0.163,1,0.466,en_riesgo
0.478,0.175,0.522,0.320,0.053,0.315,3,0.132,saludable
-0.072,0.364,1.072,0.500,0.212,0.488,0,0.070,en_riesgo
0.166,0.298,0.834,0.515,0.101,0.611,2,0.272,en_observacion
0.150,0.158,0.850,0.499,0.243,0.273,1,0.363,en_observacion
0.544,0.215,0.456,0.205,0.130,0.353,3,0.125,saludable
0.270,0.235,0.730,0.370,0.140,0.625,3,0.127,saludable
0.121,0.356,0.879,0.403,0.342,0.642,1,0.523,en_riesgo
-0.121,0.413,1.121,0.851,0.251,0.117,1,0.026,en_riesgo
0.021,0.197,0.979,0.670,0.273,0.213,1,0.243,en_riesgo
0.057,0.287,0.943,0.571,0.338,0.402,2,0.274,en_riesgo
0.072,0.393,0.928,0.493,0.186,0.746,2,0.153,en_riesgo
0.526,0.046,0.474,0.296,0.078,0.466,3,0.056,saludable
0.286,0.060,0.714,0.478,0.153,0.399,3,0.487,saludable
0.489,0.038,0.511,0.259,0.063,0.371,3,0.139,saludable
0.408,0.000,0.592,0.467,0.089,0.713,2,0.273,saludable
0.412,0.084,0.588,0.447,0.130,0.350,3,0.166,saludable
0.395,0.243,0.605,0.421,0.098,0.343,3,0.597,saludable
0.367,0.113,0.633,0.492,0.133,0.720,2,0.229,saludable
0.004,0.320,0.996,0.615,0.131,0.580,1,0.396,en_riesgo
0.096,0.213,0.904,0.409,0.180,0.273,1,0.187,en_observacion
